county_fips,county_name,workforce_base,pop_total_base,mig_mean_pct,mig_std_pct,state_fips,estimate_type,acs_overlap_note,wf_end_p5,wf_end_p10,wf_end_p25,wf_end_p50,wf_end_p75,wf_end_p90,wf_end_p95,wf_end_mean,annual_retirements_end,annual_entries_end,pct_change_end,wf_mid_p50,pct_change_mid,forecast_end_year,forecast_start_year
009,Blaine County,194.0,422.0,-6.687719485869459,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,78.46975196912483,79.03908358311638,79.92487556915184,80.9944874559607,82.09671453279097,83.03525353101071,83.587525499979,81.02825285257785,2.421879790062529,4.2528226028547405,-58.25,111.18488640196952,-42.69,2035,2026
007,Banner County,384.0,742.0,-6.6970121004979895,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,158.49314275398726,159.4378700639902,161.40487252295506,163.5934156099372,165.69245364245774,167.82162752857437,169.10046711198476,163.614261170119,3.97609506849017,7.037366216252186,-57.4,223.73824456393112,-41.73,2035,2026
183,Wheeler County,438.0,847.0,-3.3784226250679894,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,239.24098356821338,240.88563021520386,243.9330978847688,247.04587650705867,250.52600888417086,253.3775154864201,255.1331428881269,247.16729531367287,5.972577328730484,7.3870976619545115,-43.6,300.8798275845697,-31.31,2035,2026
085,Hayes County,447.0,843.0,-3.34559814410631,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,267.79873069261964,269.69023978486524,273.0721217527821,276.71397327350536,280.3905729241079,283.4708254896371,285.4138102840343,276.69482668013524,5.38634040052208,8.459182545994455,-38.1,324.39418183748387,-27.43,2035,2026
117,McPherson County,274.0,475.0,-3.6704245952629444,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,172.9074177877241,174.02625037630565,176.20606253205563,178.42603089577426,180.78622195813747,182.77330035663786,184.10049236411646,178.45517678035122,3.524750357442583,4.153147995865497,-34.88,214.71499473335768,-21.64,2035,2026
057,Dundy County,957.0,1736.0,-1.4210232215082002,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,680.9761866470593,685.443313852293,693.1952565225083,702.3942953173996,712.3019161958093,719.772744862032,724.3824765117896,702.7516473376929,14.780106764879548,15.835594275210285,-26.6,781.9915931280595,-18.29,2035,2026
015,Boyd County,809.0,1688.0,-1.3741268742137662,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,596.0257781059427,599.4537170195333,606.7173181395187,614.3506292337174,621.8960209164115,629.0443098964505,633.73762985582,614.4352359114235,12.61588685328842,15.893726463006036,-24.06,660.3719459172183,-18.37,2035,2026
083,Harlan County,1411.0,2847.0,-1.716834803636658,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1048.1912086940295,1055.4045532853759,1066.123795050814,1080.0975290010338,1093.317804412074,1105.867685462698,1112.9548166083982,1079.9347042863599,22.85314726937781,28.812712608340984,-23.45,1185.1290123355009,-16.01,2035,2026
129,Nuckolls County,2138.0,4087.0,-1.0460850272760451,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1589.3399423043704,1599.435833909877,1621.2197892811416,1643.5852270455534,1666.4450390269562,1685.7113179046873,1696.6887685106321,1643.5813643598724,38.526082468063294,34.062054889455936,-23.13,1819.2325093508925,-14.91,2035,2026
033,Cheyenne County,5357.0,9533.0,-1.729521732145645,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,4042.2711935128486,4071.2563058124924,4119.1011671164315,4169.265434606094,4224.059212635514,4274.415589350409,4302.759465504951,4171.206371019816,80.28958652614291,94.48162501658229,-22.17,4600.415861632791,-14.12,2035,2026
101,Keith County,4233.0,8219.0,-1.3277415645708506,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,3214.2026418332402,3234.541291168057,3274.7298863609926,3315.7170467879696,3364.9632801326957,3403.124041118954,3425.9929885103893,3318.749486370144,78.68239885810854,77.64632779082424,-21.67,3663.9834501072155,-13.44,2035,2026
075,Grant County,342.0,626.0,-2.009932704222362,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,260.842541342429,262.5328656757878,265.6236117906339,269.21445052475974,272.7645790611022,275.854949847603,277.7438635000357,269.2284352255227,4.7612560400399495,5.93160467703685,-21.28,298.9996982073394,-12.57,2035,2026
069,Garden County,879.0,1761.0,-1.327360772737252,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,677.9930467493966,682.8753772519901,690.2743984015565,699.4656197924617,708.8079163949337,717.0524197780675,721.8506322594718,699.7748779375581,13.62005233306921,15.688033338793428,-20.42,757.9485391452915,-13.77,2035,2026
087,Hitchcock County,1287.0,2569.0,-1.749534036010703,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1004.8846078829034,1011.8905146888935,1023.9937148653495,1037.0816652452315,1051.0675560730747,1062.7738789988582,1070.9375535938038,1037.40938581406,21.239388490136413,26.764484055268955,-19.42,1131.2613116697025,-12.1,2035,2026
049,Deuel County,990.0,1847.0,0.014146671190551092,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,775.2643099240356,780.1902801008805,789.9066314676936,800.4499015731469,811.5668632383822,820.3060904910566,825.9762706601717,800.5945049302082,21.460576672177584,16.15530818516829,-19.15,860.1448852438673,-13.12,2035,2026
061,Franklin County,1470.0,2846.0,-1.012933866081867,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1152.651798448141,1160.6027234726116,1174.3372953617686,1189.7758954500564,1205.2466937436338,1219.1052684952433,1227.5229063522092,1189.8621111731843,27.2422907381843,25.770441555898167,-19.06,1301.268430806771,-11.48,2035,2026
005,Arthur County,237.0,484.0,-2.6953506660539976,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,186.5007982000113,187.66225797637546,189.62987570342847,192.22057734772122,194.67302064490394,197.0401486071076,198.24133555511506,192.23337152920496,4.388679095282971,5.427728848397553,-18.89,218.21965230224617,-7.92,2035,2026
095,Jefferson County,3756.0,7161.0,-1.2851118000735355,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2975.4584419772154,2996.0151413908598,3032.4647556620143,3071.6955580741505,3108.7259804714326,3146.584765525742,3171.9505006617374,3071.626845798388,60.071391293067464,74.89898093659666,-18.22,3300.2289372587247,-12.13,2035,2026
147,Richardson County,4176.0,7751.0,-0.944557906780297,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,3324.7320231297285,3353.02865725956,3388.51788210245,3434.7071829816723,3480.604362377304,3522.048549799659,3547.6282842109536,3435.6498184575503,76.1052572596549,74.2922458607075,-17.75,3725.047311260303,-10.8,2035,2026
171,Thomas County,281.0,564.0,-0.8474174180167607,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,227.24433851151576,228.79160410036752,231.68661915072138,234.9412358877683,238.1896055618219,241.00900009880505,242.61046924222023,234.94507250093832,3.48033979161767,2.8706648922901183,-16.39,254.28432395803696,-9.51,2035,2026
169,Thayer County,2550.0,4901.0,-1.1438579369116857,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2072.584946211254,2089.13169180103,2114.1465113038257,2141.0574991431668,2169.6244595834837,2193.063096846459,2208.7765992189284,2141.5432996791073,45.28087214102666,49.17048564427471,-16.04,2306.5712277512584,-9.55,2035,2026
103,Keya Paha County,412.0,822.0,-0.9806739181905447,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,336.6546268424479,338.82140125109305,342.7510410056744,347.02724193741983,351.76044568045984,356.1941660451366,358.4431483121733,347.3163945131802,8.142113604448383,8.265847723517734,-15.77,375.6224702156019,-8.83,2035,2026
035,Clay County,3362.0,6095.0,-1.133155999381164,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2761.288493906238,2780.844171459519,2815.5513290740846,2849.716504552727,2890.060852502731,2920.9255625871283,2943.8078155920743,2851.5881302412167,56.10529786115582,67.66305438134862,-15.24,3040.844968416642,-9.55,2035,2026
065,Furnas County,2390.0,4568.0,-0.7783246711445482,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1966.5265310379439,1980.3297429540291,2005.4400073153674,2031.0680579890172,2059.2356668170155,2083.7937062431565,2098.7311519229384,2031.9151121056811,42.54652991631696,43.37384362973777,-15.02,2166.9957078135058,-9.33,2035,2026
149,Rock County,675.0,1319.0,-0.7141116538381123,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,555.8265107002832,559.2653171752733,565.7841014453229,573.6688996280585,580.9464457038639,588.248539293874,592.2765428768784,573.7012155122833,11.235691285618486,11.33344093560787,-15.01,611.0404323938681,-9.48,2035,2026
017,Brown County,1504.0,2869.0,-0.6453721476731513,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1240.3831491686972,1248.5101873581682,1262.6664745059193,1279.1321335276787,1296.2673368013575,1312.6006127551843,1321.3414057823081,1279.6492256290574,24.66656663568059,25.95148017188734,-14.95,1355.0351610074235,-9.9,2035,2026
045,Dawes County,5048.0,8140.0,-0.9156907596613254,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,4175.986996786831,4203.769331806788,4254.719143605968,4313.8213152112985,4376.91960426665,4433.03491047413,4464.140977256441,4316.188924665064,65.27105398711296,66.79670325638047,-14.54,4612.557381468386,-8.63,2035,2026
077,Greeley County,1122.0,2202.0,-1.0659812664730044,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,931.0543746819426,937.2441052576277,948.6958292248371,961.4487503938427,973.9396488923306,985.862721723503,993.3958292487823,961.5034060922343,17.62427475750091,23.226045545912243,-14.31,1012.1937596309288,-9.79,2035,2026
127,Nemaha County,4057.0,7046.0,-1.2651185877593623,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,3367.2042681112835,3391.746561766743,3431.0572986024645,3477.7684023110724,3522.6149091664697,3564.799127707048,3590.577436647176,3477.926056858944,58.13151197191161,69.29313056768842,-14.28,3725.5195792426493,-8.17,2035,2026
059,Fillmore County,3127.0,5541.0,-0.10823587281727524,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2599.3662670626527,2617.4386858570206,2647.651060801393,2682.819133478515,2719.603022344093,2752.385909091005,2768.911147443419,2683.4799106770356,62.25339050132341,50.703643846728774,-14.2,2849.5606584779525,-8.87,2035,2026
135,Perkins County,1462.0,2821.0,-1.3015319269948593,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1237.180870046588,1245.2569910920502,1260.0567792129964,1276.4717818188378,1292.5830578419466,1307.452831541078,1315.267730358506,1276.282858627688,22.70371936131967,32.21279076833697,-12.69,1345.0142849928275,-8.0,2035,2026
003,Antelope County,3183.0,6305.0,-0.9970325663343885,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2691.3356337816977,2711.9084201303135,2744.9709945545183,2782.250115269754,2818.135782560891,2852.0978382899198,2873.134049888018,2782.3688049505445,49.98451979610764,73.277454402283,-12.59,2885.085424921128,-9.36,2035,2026
177,Washington County,11995.0,21106.0,-0.7808361063152638,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,10196.44369667579,10272.200562019236,10387.93143592557,10526.071320203993,10666.89340122321,10788.080594271287,10866.42174174879,10530.029925311816,219.91440486416468,224.1807396469387,-12.25,11184.471319032484,-6.76,2035,2026
145,Red Willow County,5970.0,10557.0,-0.5584485085379456,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,5081.0265498945555,5111.981787265083,5171.33215081112,5241.1195606944175,5314.521321925619,5375.241610705795,5414.191275727285,5243.203642161653,103.86787947802165,107.36944712048995,-12.21,5512.741511756268,-7.66,2035,2026
181,Webster County,1847.0,3360.0,-0.4092646136104497,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1568.5650629263946,1580.9735991553239,1599.81036815068,1621.9236707765872,1642.2548518257483,1662.5578965993143,1676.615314735061,1621.7219123398795,32.985519461607375,32.19066888242891,-12.19,1704.6957808206744,-7.7,2035,2026
133,Pawnee County,1191.0,2530.0,-1.0693336531318436,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1015.832930885281,1022.6076240400591,1035.0177927229183,1048.6504491708388,1062.2497196795919,1074.5600364936986,1082.4140784446734,1048.7726062807199,21.11890493049893,28.10669266955258,-11.95,1101.232893574647,-7.54,2035,2026
013,Box Butte County,5790.0,10714.0,-1.1035607869185897,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,4940.744847443851,4971.64570948044,5032.199827632012,5099.7110617878825,5168.810294203172,5232.411248402828,5264.813256542063,5101.705502131719,100.19814266478238,124.71500807443947,-11.92,5355.7098615070845,-7.5,2035,2026
111,Lincoln County,18938.0,33802.0,-0.7298249321627484,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,16175.780225620545,16286.958662017176,16465.40775528671,16682.3156121766,16899.19543645165,17106.630497129565,17221.054104214574,16687.108585535185,322.5537760214419,345.737759420054,-11.91,17598.03651450469,-7.08,2035,2026
163,Sherman County,1510.0,2967.0,-0.45453846025586025,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1290.4673503673584,1299.8368870646755,1314.976357950379,1332.4637862895484,1350.3562959114106,1367.1089084099654,1375.1519839064174,1332.7906195434991,27.8635567923483,26.277220965246038,-11.76,1404.174743513162,-7.01,2035,2026
179,Wayne County,6193.0,9844.0,-1.0520972915043063,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,5306.224068539903,5342.8972129228005,5409.078571116537,5476.169667718046,5551.459882630213,5617.30435820974,5662.600550182866,5479.705888744082,68.46428559977926,89.42587884016413,-11.57,5757.508236976586,-7.03,2035,2026
123,Morrill County,2514.0,4534.0,-0.5829881695539443,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2158.9783580086955,2173.868091299713,2198.8685039966904,2229.233323240549,2258.591148809621,2287.666077385709,2305.832512427083,2229.821586370563,42.06064150414339,44.40446151728185,-11.33,2339.3992661172865,-6.95,2035,2026
143,Polk County,2849.0,5225.0,-0.39773681184716053,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2457.500807069816,2473.8143360512954,2501.632440002165,2533.1447982615846,2568.2632417815184,2598.477078652519,2616.638025813156,2535.2128953710953,51.073448048972026,49.47176267409247,-11.09,2661.1564253025117,-6.59,2035,2026
175,Valley County,2122.0,4066.0,-0.33715309578636915,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1829.8642035414982,1843.266702413977,1864.026393640398,1888.6361480454857,1913.576732435249,1936.1361807076607,1949.8831173222832,1889.115278516056,39.11800089411316,41.608222616499745,-11.0,1968.2336688999176,-7.25,2035,2026
157,Scotts Bluff County,19692.0,35843.0,-0.7875987763862339,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,17096.080112011634,17214.42256135059,17424.447967077354,17662.453739037323,17890.624380268855,18113.44264486056,18255.709671977762,17664.875929457903,316.4250901663577,396.63897204470715,-10.31,18389.231384187566,-6.62,2035,2026
023,Butler County,4649.0,8424.0,-0.5457995858246802,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,4052.0917855741054,4083.2929947651724,4127.293112667415,4181.381784935107,4233.794731884493,4285.084372080025,4318.077516107254,4182.281802808359,84.43572546238077,91.13785004771619,-10.06,4374.125611568585,-5.91,2035,2026
089,Holt County,5187.0,10102.0,-0.9371155232003828,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,4527.458527395398,4555.451398500594,4609.487644795402,4671.496197248109,4727.783586912231,4781.339099269924,4813.380944462114,4670.22961946519,88.84514647495186,116.72265306659753,-9.94,4868.283967782849,-6.14,2035,2026
067,Gage County,11965.0,21629.0,-0.3626261910946285,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,10465.27652304046,10534.902940253858,10657.871668055213,10803.012611336657,10937.366071403969,11065.052182465535,11141.512905970745,10800.856682641012,225.75062516142043,216.31127647184618,-9.71,11326.655273946171,-5.34,2035,2026
011,Boone County,2767.0,5356.0,-0.5502727044495173,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2425.4433995014,2441.2367236116193,2469.89806796361,2501.016344985877,2531.9662434330967,2562.655738212184,2581.0576012072297,2501.5474639915296,49.518559395692435,59.946546989397774,-9.61,2591.426854380852,-6.35,2035,2026
073,Gosper County,1130.0,2040.0,0.34410144401603143,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,991.08292458437,997.447385710417,1009.8274382004237,1023.7684912139168,1036.5066954027025,1049.6696436652921,1057.5641332862983,1023.5073537632288,25.18065547173454,18.7064230702072,-9.4,1065.9311445406015,-5.67,2035,2026
125,Nance County,1820.0,3324.0,-0.25645077261011756,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,1607.486381159164,1618.2976700360434,1636.0124197830403,1656.8442032678254,1678.737494351512,1699.3278222287931,1710.8745807514383,1657.8281481662439,33.24111015193853,35.45575298248424,-8.96,1710.5577417529153,-6.01,2035,2026
185,York County,8078.0,14286.0,-0.5637836387956454,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,7127.335287125149,7181.718596283496,7266.427694137088,7360.138419861012,7455.355762879724,7544.170797808788,7594.767662982451,7361.09924018364,129.9030819030974,151.63046792635126,-8.89,7650.141197682903,-5.3,2035,2026
027,Cedar County,4336.0,8315.0,-0.5312016572412317,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,3825.227834684778,3854.9959691071736,3904.296308529464,3954.73823216835,4005.5513203257537,4055.436418750891,4089.2763760432913,3955.0914016683087,76.99812925182701,97.37085455698414,-8.79,4067.4166223344027,-6.19,2035,2026
031,Cherry County,2979.0,5498.0,-0.3822197672275987,0.5,31,ACS 5-year,ACS 5-year vintage rows are overlapping period estimates,2644.360020248674,2663.9942989686033,2691.117450925826,2725.1012776087227,2761.722933746911,2794.455616291348,2812.332460385623,2726.495277191039,51.73043423718387,61.791856893526386,-8.52,2796.078598337093,-6.14,2035,2026
